Point,Coordinate_1,Coordinate_2,X_Axis,Y_Axis,Z_Axis
5,32570,2997046032,4.59163e-41,0,0
5,298,236,4.59163e-41,0,0
5,298,236,0.466492,0.49248,-0.0232186
6,32570,2997046032,4.59163e-41,0,0
6,313,228,4.59163e-41,0,0
6,313,228,0.490606,0.476072,-0.0374611
9,32570,2997046032,4.59163e-41,0,0
9,293,222,4.59163e-41,0,0
9,293,222,0.458752,0.462728,-0.0209725
10,32570,2997046032,4.59163e-41,0,0
10,304,208,4.59163e-41,0,0
10,304,208,0.476384,0.434901,-0.036574
0,32570,2997046032,4.59163e-41,0,0
0,259,258,4.59163e-41,0,0
0,259,258,0.405553,0.538722,1.85688e-07
5,32570,2997046032,4.59163e-41,0,0
5,301,237,4.59163e-41,0,0
5,301,237,0.470561,0.494152,-0.02638
6,32570,2997046032,4.59163e-41,0,0
6,312,226,4.59163e-41,0,0
6,312,226,0.488123,0.472771,-0.0431544
9,32570,2997046032,4.59163e-41,0,0
9,292,223,4.59163e-41,0,0
9,292,223,0.456977,0.465971,-0.023674
10,32570,2997046032,4.59163e-41,0,0
10,300,209,4.59163e-41,0,0
10,300,209,0.46997,0.435922,-0.0413766
0,32570,2997046032,4.59163e-41,0,0
0,261,258,4.59163e-41,0,0
0,261,258,0.407921,0.538788,2.03436e-07
5,32570,2997046032,4.59163e-41,0,0
5,303,231,4.59163e-41,0,0
5,303,231,0.474427,0.482405,-0.0157434
6,32570,2997046032,4.59163e-41,0,0
6,315,220,4.59163e-41,0,0
6,315,220,0.493005,0.46007,-0.0277377
9,32570,2997046032,4.59163e-41,0,0
9,292,220,4.59163e-41,0,0
9,292,220,0.457466,0.458999,-0.0132192
10,32570,2997046032,4.59163e-41,0,0
10,299,204,4.59163e-41,0,0
10,299,204,0.467927,0.425148,-0.0259839
0,32570,2997046032,4.59163e-41,0,0
0,262,265,4.59163e-41,0,0
0,262,265,0.410809,0.553538,1.66628e-07
5,32570,2997046032,4.59163e-41,0,0
5,304,233,4.59163e-41,0,0
5,304,233,0.475958,0.486128,-0.0169673
6,32570,2997046032,4.59163e-41,0,0
6,315,220,4.59163e-41,0,0
6,315,220,0.492694,0.458348,-0.0312208
9,32570,2997046032,4.59163e-41,0,0
9,292,224,4.59163e-41,0,0
9,292,224,0.457723,0.467095,-0.0139842
10,32570,2997046032,4.59163e-41,0,0
10,298,206,4.59163e-41,0,0
10,298,206,0.466441,0.429559,-0.0308655
0,32570,2997046032,4.59163e-41,0,0
0,262,267,4.59163e-41,0,0
0,262,267,0.410396,0.557991,1.29557e-07
5,32570,2997046032,4.59163e-41,0,0
5,306,231,4.59163e-41,0,0
5,306,231,0.478268,0.48269,-0.00910362
6,32570,2997046032,4.59163e-41,0,0
6,315,217,4.59163e-41,0,0
6,315,217,0.493277,0.453425,-0.0193011
9,32570,2997046032,4.59163e-41,0,0
9,293,225,4.59163e-41,0,0
9,293,225,0.458381,0.468912,-0.0055074
10,32570,2997046032,4.59163e-41,0,0
10,297,208,4.59163e-41,0,0
10,297,208,0.464493,0.433541,-0.0212429
0,32570,2997046032,4.59163e-41,0,0
0,262,270,4.59163e-41,0,0
0,262,270,0.410237,0.564505,4.72353e-08
5,32570,2997046032,4.59163e-41,0,0
5,305,233,4.59163e-41,0,0
5,305,233,0.477188,0.486348,-0.00870533
6,32570,2997046032,4.59163e-41,0,0
6,311,218,4.59163e-41,0,0
6,311,218,0.486553,0.455224,-0.0211223
9,32570,2997046032,4.59163e-41,0,0
9,293,226,4.59163e-41,0,0
9,293,226,0.457993,0.472396,-0.00615705
10,32570,2997046032,4.59163e-41,0,0
10,294,209,4.59163e-41,0,0
10,294,209,0.460867,0.435877,-0.0230826
0,32570,2997046032,4.59163e-41,0,0
0,261,271,4.59163e-41,0,0
0,261,271,0.409341,0.565084,-4.17994e-08
5,32570,2997046032,4.59163e-41,0,0
5,304,235,4.59163e-41,0,0
5,304,235,0.475157,0.490427,-0.0117021
6,32570,2997046032,4.59163e-41,0,0
6,309,220,4.59163e-41,0,0
6,309,220,0.48437,0.458961,-0.0262453
9,32570,2997046032,4.59163e-41,0,0
9,293,228,4.59163e-41,0,0
9,293,228,0.458746,0.476594,-0.00864826
10,32570,2997046032,4.59163e-41,0,0
10,286,216,4.59163e-41,0,0
10,286,216,0.447779,0.451545,-0.0284428
0,32570,2997046032,4.59163e-41,0,0
0,262,271,4.59163e-41,0,0
0,262,271,0.409398,0.5654,-5.52107e-08
5,32570,2997046032,4.59163e-41,0,0
5,305,237,4.59163e-41,0,0
5,305,237,0.477985,0.495387,-0.00908693
6,32570,2997046032,4.59163e-41,0,0
6,307,224,4.59163e-41,0,0
6,307,224,0.48011,0.466669,-0.0238334
9,32570,2997046032,4.59163e-41,0,0
9,296,230,4.59163e-41,0,0
9,296,230,0.462749,0.479934,-0.00553174
10,32570,2997046032,4.59163e-41,0,0
10,292,218,4.59163e-41,0,0
10,292,218,0.45661,0.454962,-0.0269521
0,32570,2997046032,4.59163e-41,0,0
0,261,270,4.59163e-41,0,0
0,261,270,0.408538,0.564531,-6.09184e-08
5,32570,2997046032,4.59163e-41,0,0
5,303,239,4.59163e-41,0,0
5,303,239,0.474959,0.498975,-0.00926746
6,32570,2997046032,4.59163e-41,0,0
6,307,224,4.59163e-41,0,0
6,307,224,0.480409,0.468744,-0.024646
9,32570,2997046032,4.59163e-41,0,0
9,292,233,4.59163e-41,0,0
9,292,233,0.457765,0.485892,-0.00586121
10,32570,2997046032,4.59163e-41,0,0
10,290,219,4.59163e-41,0,0
10,290,219,0.454067,0.458301,-0.028025
0,32570,2997046032,4.59163e-41,0,0
0,263,269,4.59163e-41,0,0
0,263,269,0.412083,0.561291,9.55778e-08
5,32570,2997046032,4.59163e-41,0,0
5,305,239,4.59163e-41,0,0
5,305,239,0.477438,0.499233,-0.00275883
6,32570,2997046032,4.59163e-41,0,0
6,307,225,4.59163e-41,0,0
6,307,225,0.480985,0.469517,-0.0168624
9,32570,2997046032,4.59163e-41,0,0
9,294,232,4.59163e-41,0,0
9,294,232,0.460884,0.483467,0.00132904
10,32570,2997046032,4.59163e-41,0,0
10,299,217,4.59163e-41,0,0
10,299,217,0.467795,0.45294,-0.0170373
0,32570,2997046032,4.59163e-41,0,0
0,265,269,4.59163e-41,0,0
0,265,269,0.414582,0.561041,9.18641e-08
5,32570,2997046032,4.59163e-41,0,0
5,308,238,4.59163e-41,0,0
5,308,238,0.482004,0.496255,-0.0104212
6,32570,2997046032,4.59163e-41,0,0
6,307,225,4.59163e-41,0,0
6,307,225,0.481147,0.469005,-0.0271996
9,32570,2997046032,4.59163e-41,0,0
9,297,230,4.59163e-41,0,0
9,297,230,0.464472,0.479686,-0.00503635
10,32570,2997046032,4.59163e-41,0,0
10,300,215,4.59163e-41,0,0
10,300,215,0.469091,0.447926,-0.0258138
0,32570,2997046032,4.59163e-41,0,0
0,266,268,4.59163e-41,0,0
0,266,268,0.416329,0.559099,-5.12623e-09
5,32570,2997046032,4.59163e-41,0,0
5,307,237,4.59163e-41,0,0
5,307,237,0.48104,0.495063,-0.00954298
6,32570,2997046032,4.59163e-41,0,0
6,313,224,4.59163e-41,0,0
6,313,224,0.489588,0.468187,-0.0243092
9,32570,2997046032,4.59163e-41,0,0
9,297,229,4.59163e-41,0,0
9,297,229,0.464174,0.478689,-0.00531837
10,32570,2997046032,4.59163e-41,0,0
10,299,214,4.59163e-41,0,0
10,299,214,0.46761,0.447564,-0.0253368
0,32570,2997046032,4.59163e-41,0,0
0,268,268,4.59163e-41,0,0
0,268,268,0.418872,0.559289,5.37567e-08
5,32570,2997046032,4.59163e-41,0,0
5,311,238,4.59163e-41,0,0
5,311,238,0.486576,0.496091,-0.0158453
6,32570,2997046032,4.59163e-41,0,0
6,317,223,4.59163e-41,0,0
6,317,223,0.496175,0.465225,-0.0324034
9,32570,2997046032,4.59163e-41,0,0
9,300,228,4.59163e-41,0,0
9,300,228,0.468936,0.476278,-0.0102939
10,32570,2997046032,4.59163e-41,0,0
10,303,213,4.59163e-41,0,0
10,303,213,0.47489,0.444461,-0.0279401
0,32570,2997046032,4.59163e-41,0,0
0,267,266,4.59163e-41,0,0
0,267,266,0.417191,0.554366,5.82464e-08
5,32570,2997046032,4.59163e-41,0,0
5,311,241,4.59163e-41,0,0
5,311,241,0.486206,0.502917,-0.0201362
6,32570,2997046032,4.59163e-41,0,0
6,321,228,4.59163e-41,0,0
6,321,228,0.501605,0.475457,-0.0376035
9,32570,2997046032,4.59163e-41,0,0
9,302,229,4.59163e-41,0,0
9,302,229,0.472075,0.478287,-0.0141401
10,32570,2997046032,4.59163e-41,0,0
10,310,213,4.59163e-41,0,0
10,310,213,0.484957,0.445793,-0.0319167
0,32570,2997046032,4.59163e-41,0,0
0,270,271,4.59163e-41,0,0
0,270,271,0.421931,0.566395,1.44513e-07
5,32570,2997046032,4.59163e-41,0,0
5,312,240,4.59163e-41,0,0
5,312,240,0.48792,0.500367,-0.017129
6,32570,2997046032,4.59163e-41,0,0
6,322,227,4.59163e-41,0,0
6,322,227,0.503986,0.473588,-0.0312894
9,32570,2997046032,4.59163e-41,0,0
9,301,228,4.59163e-41,0,0
9,301,228,0.470714,0.476108,-0.0140567
10,32570,2997046032,4.59163e-41,0,0
10,308,211,4.59163e-41,0,0
10,308,211,0.481499,0.441207,-0.0248784
0,32570,2997046032,4.59163e-41,0,0
0,268,268,4.59163e-41,0,0
0,268,268,0.418954,0.559577,1.59694e-07
5,32570,2997046032,4.59163e-41,0,0
5,312,239,4.59163e-41,0,0
5,312,239,0.488409,0.499543,-0.0228113
6,32570,2997046032,4.59163e-41,0,0
6,324,230,4.59163e-41,0,0
6,324,230,0.506631,0.47995,-0.0419737
9,32570,2997046032,4.59163e-41,0,0
9,302,227,4.59163e-41,0,0
9,302,227,0.472949,0.473984,-0.0213492
10,32570,2997046032,4.59163e-41,0,0
10,311,211,4.59163e-41,0,0
10,311,211,0.486826,0.439701,-0.0362216
0,32570,2997046032,4.59163e-41,0,0
0,268,263,4.59163e-41,0,0
0,268,263,0.418781,0.549511,2.07698e-07
5,32570,2997046032,4.59163e-41,0,0
5,311,241,4.59163e-41,0,0
5,311,241,0.48629,0.503363,-0.0401649
6,32570,2997046032,4.59163e-41,0,0
6,322,234,4.59163e-41,0,0
6,322,234,0.504577,0.48813,-0.0625622
9,32570,2997046032,4.59163e-41,0,0
9,302,226,4.59163e-41,0,0
9,302,226,0.473238,0.472404,-0.0351333
10,32570,2997046032,4.59163e-41,0,0
10,312,212,4.59163e-41,0,0
10,312,212,0.488859,0.44288,-0.0534137
0,32570,2997046032,4.59163e-41,0,0
0,267,260,4.59163e-41,0,0
0,267,260,0.418647,0.542615,2.43728e-07
5,32570,2997046032,4.59163e-41,0,0
5,310,241,4.59163e-41,0,0
5,310,241,0.485825,0.502488,-0.0395206
6,32570,2997046032,4.59163e-41,0,0
6,325,234,4.59163e-41,0,0
6,325,234,0.508252,0.487736,-0.0607257
9,32570,2997046032,4.59163e-41,0,0
9,303,227,4.59163e-41,0,0
9,303,227,0.474234,0.473113,-0.0350735
10,32570,2997046032,4.59163e-41,0,0
10,315,212,4.59163e-41,0,0
10,315,212,0.492819,0.443532,-0.0511463
0,32570,2997046032,4.59163e-41,0,0
0,268,261,4.59163e-41,0,0
0,268,261,0.419492,0.545066,2.4176e-07
5,32570,2997046032,4.59163e-41,0,0
5,310,243,4.59163e-41,0,0
5,310,243,0.485666,0.50633,-0.0341296
6,32570,2997046032,4.59163e-41,0,0
6,322,238,4.59163e-41,0,0
6,322,238,0.503419,0.497301,-0.0544806
9,32570,2997046032,4.59163e-41,0,0
9,304,228,4.59163e-41,0,0
9,304,228,0.475168,0.475781,-0.0326388
10,32570,2997046032,4.59163e-41,0,0
10,316,213,4.59163e-41,0,0
10,316,213,0.495014,0.444011,-0.0481209
0,32570,2997046032,4.59163e-41,0,0
0,266,262,4.59163e-41,0,0
0,266,262,0.416237,0.54588,2.6049e-07
5,32570,2997046032,4.59163e-41,0,0
5,310,244,4.59163e-41,0,0
5,310,244,0.485562,0.509081,-0.0295941
6,32570,2997046032,4.59163e-41,0,0
6,324,238,4.59163e-41,0,0
6,324,238,0.506302,0.49612,-0.0469907
9,32570,2997046032,4.59163e-41,0,0
9,305,229,4.59163e-41,0,0
9,305,229,0.476586,0.477206,-0.0290499
10,32570,2997046032,4.59163e-41,0,0
10,318,212,4.59163e-41,0,0
10,318,212,0.49731,0.443192,-0.0419288
0,32570,2997046032,4.59163e-41,0,0
0,266,263,4.59163e-41,0,0
0,266,263,0.416874,0.549553,3.13508e-07
5,32570,2997046032,4.59163e-41,0,0
5,311,243,4.59163e-41,0,0
5,311,243,0.487284,0.506822,-0.0309427
6,32570,2997046032,4.59163e-41,0,0
6,326,236,4.59163e-41,0,0
6,326,236,0.509863,0.493233,-0.0463315
9,32570,2997046032,4.59163e-41,0,0
9,305,228,4.59163e-41,0,0
9,305,228,0.47811,0.475607,-0.0301638
10,32570,2997046032,4.59163e-41,0,0
10,320,211,4.59163e-41,0,0
10,320,211,0.500772,0.440094,-0.0417868
0,32570,2997046032,4.59163e-41,0,0
0,268,267,4.59163e-41,0,0
0,268,267,0.420022,0.557891,3.42667e-07
5,32570,2997046032,4.59163e-41,0,0
5,315,241,4.59163e-41,0,0
5,315,241,0.492426,0.503831,-0.028855
6,32570,2997046032,4.59163e-41,0,0
6,330,234,4.59163e-41,0,0
6,330,234,0.516068,0.488041,-0.042966
9,32570,2997046032,4.59163e-41,0,0
9,307,226,4.59163e-41,0,0
9,307,226,0.48099,0.472512,-0.0282333
10,32570,2997046032,4.59163e-41,0,0
10,322,207,4.59163e-41,0,0
10,322,207,0.503937,0.432817,-0.0385822
0,32570,2997046032,4.59163e-41,0,0
0,268,270,4.59163e-41,0,0
0,268,270,0.419248,0.564121,3.58043e-07
5,32570,2997046032,4.59163e-41,0,0
5,316,240,4.59163e-41,0,0
5,316,240,0.493751,0.500676,-0.0258809
6,32570,2997046032,4.59163e-41,0,0
6,332,230,4.59163e-41,0,0
6,332,230,0.519641,0.479192,-0.0391105
9,32570,2997046032,4.59163e-41,0,0
9,307,225,4.59163e-41,0,0
9,307,225,0.48002,0.470295,-0.025494
10,32570,2997046032,4.59163e-41,0,0
10,321,205,4.59163e-41,0,0
10,321,205,0.501858,0.428482,-0.0351377
0,32570,2997046032,4.59163e-41,0,0
0,269,272,4.59163e-41,0,0
0,269,272,0.421292,0.568283,3.64629e-07
5,32570,2997046032,4.59163e-41,0,0
5,316,236,4.59163e-41,0,0
5,316,236,0.495033,0.492593,-0.0240219
6,32570,2997046032,4.59163e-41,0,0
6,334,224,4.59163e-41,0,0
6,334,224,0.522385,0.46732,-0.0372417
9,32570,2997046032,4.59163e-41,0,0
9,306,222,4.59163e-41,0,0
9,306,222,0.479605,0.464375,-0.0236164
10,32570,2997046032,4.59163e-41,0,0
10,319,200,4.59163e-41,0,0
10,319,200,0.499285,0.41834,-0.0331635
0,32570,2997046032,4.59163e-41,0,0
0,269,273,4.59163e-41,0,0
0,269,273,0.421386,0.570783,3.63998e-07
5,32570,2997046032,4.59163e-41,0,0
5,317,235,4.59163e-41,0,0
5,317,235,0.49662,0.490967,-0.0204431
6,32570,2997046032,4.59163e-41,0,0
6,334,221,4.59163e-41,0,0
6,334,221,0.522169,0.460468,-0.0319126
9,32570,2997046032,4.59163e-41,0,0
9,306,222,4.59163e-41,0,0
9,306,222,0.479158,0.463754,-0.0202749
10,32570,2997046032,4.59163e-41,0,0
10,317,199,4.59163e-41,0,0
10,317,199,0.495347,0.415581,-0.0289531
0,32570,2997046032,4.59163e-41,0,0
0,273,275,4.59163e-41,0,0
0,273,275,0.427904,0.573583,4.17054e-07
5,32570,2997046032,4.59163e-41,0,0
5,318,232,4.59163e-41,0,0
5,318,232,0.497621,0.483619,-0.0173366
6,32570,2997046032,4.59163e-41,0,0
6,334,217,4.59163e-41,0,0
6,334,217,0.523013,0.452447,-0.0258516
9,32570,2997046032,4.59163e-41,0,0
9,305,220,4.59163e-41,0,0
9,305,220,0.478108,0.459821,-0.0182902
10,32570,2997046032,4.59163e-41,0,0
10,315,196,4.59163e-41,0,0
10,315,196,0.492867,0.408472,-0.0243916
0,32570,2997046032,4.59163e-41,0,0
0,274,273,4.59163e-41,0,0
0,274,273,0.42843,0.570424,4.35813e-07
5,32570,2997046032,4.59163e-41,0,0
5,317,230,4.59163e-41,0,0
5,317,230,0.496434,0.479535,-0.0158012
6,32570,2997046032,4.59163e-41,0,0
6,333,214,4.59163e-41,0,0
6,333,214,0.520807,0.447116,-0.024318
9,32570,2997046032,4.59163e-41,0,0
9,304,219,4.59163e-41,0,0
9,304,219,0.475314,0.456601,-0.016519
10,32570,2997046032,4.59163e-41,0,0
10,313,194,4.59163e-41,0,0
10,313,194,0.489088,0.404807,-0.0228684
0,32570,2997046032,4.59163e-41,0,0
0,271,273,4.59163e-41,0,0
0,271,273,0.424795,0.569427,4.07988e-07
5,32570,2997046032,4.59163e-41,0,0
5,317,229,4.59163e-41,0,0
5,317,229,0.495499,0.478983,-0.0134843
6,32570,2997046032,4.59163e-41,0,0
6,332,213,4.59163e-41,0,0
6,332,213,0.519054,0.444991,-0.0215409
9,32570,2997046032,4.59163e-41,0,0
9,303,219,4.59163e-41,0,0
9,303,219,0.473943,0.457268,-0.0132464
10,32570,2997046032,4.59163e-41,0,0
10,310,193,4.59163e-41,0,0
10,310,193,0.485232,0.403758,-0.0195116
0,32570,2997046032,4.59163e-41,0,0
0,273,277,4.59163e-41,0,0
0,273,277,0.427908,0.578456,4.00984e-07
5,32570,2997046032,4.59163e-41,0,0
5,316,228,4.59163e-41,0,0
5,316,228,0.494602,0.476289,-0.00709415
6,32570,2997046032,4.59163e-41,0,0
6,331,210,4.59163e-41,0,0
6,331,210,0.517403,0.439461,-0.0140947
9,32570,2997046032,4.59163e-41,0,0
9,301,220,4.59163e-41,0,0
9,301,220,0.471374,0.460348,-0.00693206
10,32570,2997046032,4.59163e-41,0,0
10,307,195,4.59163e-41,0,0
10,307,195,0.480087,0.407363,-0.0127383
0,32570,2997046032,4.59163e-41,0,0
0,274,275,4.59163e-41,0,0
0,274,275,0.428561,0.57346,3.78224e-07
5,32570,2997046032,4.59163e-41,0,0
5,316,229,4.59163e-41,0,0
5,316,229,0.495134,0.478235,-0.0118474
6,32570,2997046032,4.59163e-41,0,0
6,329,210,4.59163e-41,0,0
6,329,210,0.51536,0.437881,-0.01975
9,32570,2997046032,4.59163e-41,0,0
9,302,223,4.59163e-41,0,0
9,302,223,0.472166,0.465151,-0.0115729
10,32570,2997046032,4.59163e-41,0,0
10,305,199,4.59163e-41,0,0
10,305,199,0.477977,0.415702,-0.0186935
0,32570,2997046032,4.59163e-41,0,0
0,273,275,4.59163e-41,0,0
0,273,275,0.427627,0.574661,2.51919e-07
5,32570,2997046032,4.59163e-41,0,0
5,315,230,4.59163e-41,0,0
5,315,230,0.493347,0.481237,-0.014093
6,32570,2997046032,4.59163e-41,0,0
6,326,209,4.59163e-41,0,0
6,326,209,0.509581,0.436133,-0.0237708
9,32570,2997046032,4.59163e-41,0,0
9,301,225,4.59163e-41,0,0
9,301,225,0.470702,0.469304,-0.0127014
10,32570,2997046032,4.59163e-41,0,0
10,302,206,4.59163e-41,0,0
10,302,206,0.472562,0.430281,-0.0236854
0,32570,2997046032,4.59163e-41,0,0
0,274,277,4.59163e-41,0,0
0,274,277,0.429512,0.577374,1.05268e-07
5,32570,2997046032,4.59163e-41,0,0
5,314,231,4.59163e-41,0,0
5,314,231,0.491608,0.482171,-0.0146923
6,32570,2997046032,4.59163e-41,0,0
6,323,208,4.59163e-41,0,0
6,323,208,0.504876,0.43483,-0.024752
9,32570,2997046032,4.59163e-41,0,0
9,299,225,4.59163e-41,0,0
9,299,225,0.468498,0.470439,-0.0138732
10,32570,2997046032,4.59163e-41,0,0
10,298,209,4.59163e-41,0,0
10,298,209,0.466058,0.436144,-0.0282174
0,32570,2997046032,4.59163e-41,0,0
0,277,269,4.59163e-41,0,0
0,277,269,0.433826,0.561454,1.92582e-08
5,32570,2997046032,4.59163e-41,0,0
5,313,232,4.59163e-41,0,0
5,313,232,0.489559,0.485089,-0.0153778
6,32570,2997046032,4.59163e-41,0,0
6,320,209,4.59163e-41,0,0
6,320,209,0.500403,0.436108,-0.0250247
9,32570,2997046032,4.59163e-41,0,0
9,299,227,4.59163e-41,0,0
9,299,227,0.467383,0.47377,-0.015335
10,32570,2997046032,4.59163e-41,0,0
10,295,215,4.59163e-41,0,0
10,295,215,0.462352,0.449883,-0.0291411
0,32570,2997046032,4.59163e-41,0,0
0,276,269,4.59163e-41,0,0
0,276,269,0.431823,0.562341,1.54676e-08
5,32570,2997046032,4.59163e-41,0,0
5,311,234,4.59163e-41,0,0
5,311,234,0.486477,0.487998,-0.0173088
6,32570,2997046032,4.59163e-41,0,0
6,319,211,4.59163e-41,0,0
6,319,211,0.499465,0.439781,-0.02715
9,32570,2997046032,4.59163e-41,0,0
9,297,227,4.59163e-41,0,0
9,297,227,0.464486,0.474659,-0.0167361
10,32570,2997046032,4.59163e-41,0,0
10,296,217,4.59163e-41,0,0
10,296,217,0.462838,0.452361,-0.0313505
0,32570,2997046032,4.59163e-41,0,0
0,271,274,4.59163e-41,0,0
0,271,274,0.424092,0.5728,3.13917e-08
5,32570,2997046032,4.59163e-41,0,0
5,306,238,4.59163e-41,0,0
5,306,238,0.479177,0.497625,-0.0207745
6,32570,2997046032,4.59163e-41,0,0
6,317,219,4.59163e-41,0,0
6,317,219,0.495339,0.45679,-0.0313925
9,32570,2997046032,4.59163e-41,0,0
9,292,230,4.59163e-41,0,0
9,292,230,0.456469,0.481025,-0.0217366
10,32570,2997046032,4.59163e-41,0,0
10,291,218,4.59163e-41,0,0
10,291,218,0.455977,0.455739,-0.0410772
0,32570,2997046032,4.59163e-41,0,0
0,274,267,4.59163e-41,0,0
0,274,267,0.42856,0.557054,-9.29969e-08
5,32570,2997046032,4.59163e-41,0,0
5,309,235,4.59163e-41,0,0
5,309,235,0.483748,0.49026,-0.0227744
6,32570,2997046032,4.59163e-41,0,0
6,310,225,4.59163e-41,0,0
6,310,225,0.485356,0.470576,-0.041537
9,32570,2997046032,4.59163e-41,0,0
9,294,226,4.59163e-41,0,0
9,294,226,0.460524,0.470947,-0.0214317
10,32570,2997046032,4.59163e-41,0,0
10,294,213,4.59163e-41,0,0
10,294,213,0.460598,0.44452,-0.0380177
0,32570,2997046032,4.59163e-41,0,0
0,270,265,4.59163e-41,0,0
0,270,265,0.423022,0.553554,1.49268e-08
5,32570,2997046032,4.59163e-41,0,0
5,305,234,4.59163e-41,0,0
5,305,234,0.477272,0.489553,-0.0211244
6,32570,2997046032,4.59163e-41,0,0
6,307,229,4.59163e-41,0,0
6,307,229,0.480743,0.478535,-0.0343077
9,32570,2997046032,4.59163e-41,0,0
9,291,223,4.59163e-41,0,0
9,291,223,0.455299,0.465887,-0.0182137
10,32570,2997046032,4.59163e-41,0,0
10,292,209,4.59163e-41,0,0
10,292,209,0.456947,0.436969,-0.0277071
0,32570,2997046032,4.59163e-41,0,0
0,273,266,4.59163e-41,0,0
0,273,266,0.426692,0.554542,-2.62311e-08
5,32570,2997046032,4.59163e-41,0,0
5,302,233,4.59163e-41,0,0
5,302,233,0.472847,0.486536,-0.0213932
6,32570,2997046032,4.59163e-41,0,0
6,308,234,4.59163e-41,0,0
6,308,234,0.482362,0.488017,-0.0402583
9,32570,2997046032,4.59163e-41,0,0
9,291,223,4.59163e-41,0,0
9,291,223,0.455202,0.464759,-0.0212025
10,32570,2997046032,4.59163e-41,0,0
10,296,209,4.59163e-41,0,0
10,296,209,0.463443,0.435865,-0.0313472
0,32570,2997046032,4.59163e-41,0,0
0,272,270,4.59163e-41,0,0
0,272,270,0.42531,0.563119,-2.05956e-08
5,32570,2997046032,4.59163e-41,0,0
5,308,230,4.59163e-41,0,0
5,308,230,0.482187,0.479531,-0.0211672
6,32570,2997046032,4.59163e-41,0,0
6,313,229,4.59163e-41,0,0
6,313,229,0.490221,0.478755,-0.0412814
9,32570,2997046032,4.59163e-41,0,0
9,296,219,4.59163e-41,0,0
9,296,219,0.463239,0.456908,-0.0213135
10,32570,2997046032,4.59163e-41,0,0
10,303,203,4.59163e-41,0,0
10,303,203,0.474902,0.423321,-0.0322338
0,32570,2997046032,4.59163e-41,0,0
0,268,271,4.59163e-41,0,0
0,268,271,0.418906,0.566211,1.2867e-08
5,32570,2997046032,4.59163e-41,0,0
5,307,234,4.59163e-41,0,0
5,307,234,0.480169,0.489221,-0.0209582
6,32570,2997046032,4.59163e-41,0,0
6,315,229,4.59163e-41,0,0
6,315,229,0.493441,0.479147,-0.0420734
9,32570,2997046032,4.59163e-41,0,0
9,297,222,4.59163e-41,0,0
9,297,222,0.464536,0.463543,-0.0212406
10,32570,2997046032,4.59163e-41,0,0
10,308,205,4.59163e-41,0,0
10,308,205,0.482525,0.42759,-0.032971
0,32570,2997046032,4.59163e-41,0,0
0,268,272,4.59163e-41,0,0
0,268,272,0.419104,0.567734,1.10324e-07
5,32570,2997046032,4.59163e-41,0,0
5,310,234,4.59163e-41,0,0
5,310,234,0.484694,0.488354,-0.0133807
6,32570,2997046032,4.59163e-41,0,0
6,317,228,4.59163e-41,0,0
6,317,228,0.496409,0.475186,-0.0315124
9,32570,2997046032,4.59163e-41,0,0
9,301,220,4.59163e-41,0,0
9,301,220,0.470652,0.45938,-0.0152373
10,32570,2997046032,4.59163e-41,0,0
10,313,202,4.59163e-41,0,0
10,313,202,0.489963,0.421156,-0.0241155
0,32570,2997046032,4.59163e-41,0,0
0,271,269,4.59163e-41,0,0
0,271,269,0.424858,0.562454,1.67704e-07
5,32570,2997046032,4.59163e-41,0,0
5,310,236,4.59163e-41,0,0
5,310,236,0.484438,0.492589,-0.018004
6,32570,2997046032,4.59163e-41,0,0
6,318,231,4.59163e-41,0,0
6,318,231,0.497372,0.481741,-0.0366866
9,32570,2997046032,4.59163e-41,0,0
9,301,222,4.59163e-41,0,0
9,301,222,0.471759,0.462547,-0.019225
10,32570,2997046032,4.59163e-41,0,0
10,315,202,4.59163e-41,0,0
10,315,202,0.492418,0.42097,-0.0290101
0,32570,2997046032,4.59163e-41,0,0
0,271,270,4.59163e-41,0,0
0,271,270,0.424475,0.563632,2.03032e-07
5,32570,2997046032,4.59163e-41,0,0
5,315,234,4.59163e-41,0,0
5,315,234,0.492378,0.489134,-0.0211939
6,32570,2997046032,4.59163e-41,0,0
6,320,226,4.59163e-41,0,0
6,320,226,0.501543,0.471494,-0.0382409
9,32570,2997046032,4.59163e-41,0,0
9,305,221,4.59163e-41,0,0
9,305,221,0.477177,0.461125,-0.0213753
10,32570,2997046032,4.59163e-41,0,0
10,317,200,4.59163e-41,0,0
10,317,200,0.495351,0.417701,-0.0306841
0,32570,2997046032,4.59163e-41,0,0
0,271,273,4.59163e-41,0,0
0,271,273,0.423949,0.568899,2.92593e-07
5,32570,2997046032,4.59163e-41,0,0
5,314,235,4.59163e-41,0,0
5,314,235,0.491673,0.491249,-0.0203539
6,32570,2997046032,4.59163e-41,0,0
6,327,225,4.59163e-41,0,0
6,327,225,0.511395,0.469652,-0.034438
9,32570,2997046032,4.59163e-41,0,0
9,304,221,4.59163e-41,0,0
9,304,221,0.475763,0.461244,-0.0213677
10,32570,2997046032,4.59163e-41,0,0
10,315,197,4.59163e-41,0,0
10,315,197,0.493408,0.410534,-0.0305597
0,32570,2997046032,4.59163e-41,0,0
0,271,272,4.59163e-41,0,0
0,271,272,0.424663,0.568399,3.35321e-07
5,32570,2997046032,4.59163e-41,0,0
5,315,235,4.59163e-41,0,0
5,315,235,0.492311,0.489838,-0.0268542
